City,ZipCode,Population,$ IncomePerHousehold,Transport_tCO2e_yr,Food_tCO2e_yr,Total_tCO2e_yr
FIELDS LANDING,95537,213,35313,14.32573127,7.53,40.06226563
FORTUNA,95540,12232,31373,14.93670279,7.38,39.74263184
GARBERVILLE,95542,2403,28049,16.2733647,6.81,38.78908806
GASQUET,95543,514,20511,16.48968126,7.41,40.14787706
HONEYDEW,95545,73,19500,13.81931317,6.45,33.90232435
HOOPA,95546,3040,20739,11.59972146,9.21,35.84740596
HYDESVILLE,95547,1196,42500,21.81412742,7.95,49.43506818
KLAMATH,95548,1205,31953,14.28080957,7.17,38.58171557
KNEELAND,95549,244,53750,28.32318212,7.95,56.68488426
KORBEL,95550,147,48750,22.94953267,9.81,52.33398729
LOLETA,95551,1437,31284,16.97079698,7.53,41.80618498
MAD RIVER,95552,257,24583,9.329586037,6.81,30.48848496
MIRANDA,95553,857,17422,12.89354935,6.54,32.5596525
MYERS FLAT,95554,630,33542,19.75059697,7.17,43.30662964
ORICK,95555,487,25417,14.76911051,7.26,37.0864624
ORLEANS,95556,569,26439,15.08346098,7.56,37.34490102
PETROLIA,95558,291,27857,14.97559543,6.57,35.98626031
PHILLIPSVILLE,95559,150,32125,17.45362535,6.81,40.75952958
REDWAY,95560,1831,28074,13.55598537,6.6,35.40563066
RIO DELL,95562,3267,29375,13.89670722,7.74,38.45676541
SALYER,95563,647,23750,12.6980957,6.66,34.07568715
SAMOA,95564,389,37500,17.62693537,7.47,42.71881878
SCOTIA,95565,1117,36544,16.40028104,9.15,44.23090052
SMITH RIVER,95567,2003,30303,15.36875539,7.92,39.93787602
SOMES BAR,95568,197,17750,11.96945807,7.05,32.82084423
REDCREST,95569,386,31607,17.33962873,6.9,40.01956836
TRINIDAD,95570,2352,33300,15.2518112,6.45,37.69054405
WEOTT,95571,256,30417,15.87153458,6.93,39.15335391
WILLOW CREEK,95573,1660,26763,13.52666327,6.75,35.26325062
LEGGETT,95585,303,23125,12.03704669,7.32,34.15052117
PIERCY,95587,193,22344,13.91561476,6.15,33.56538464
WHITETHORN,95589,737,43287,16.00784211,6.36,39.92137885
ZENIA,95595,253,21964,16.6345344,7.17,37.83047426
AMADOR CITY,95601,206,46250,22.93104705,7.35,48.84898956
AUBURN,95602,18184,47856,19.94456755,7.77,47.47892102
AUBURN,95603,24941,48520,17.47816834,7.11,44.90278703
WEST SACRAMENTO,95605,12747,26705,11.92299812,9.21,37.53452453
BROOKS,95606,375,45357,20.59282908,7.11,46.06054123
CAPAY,95607,255,80740,34.0100907,7.14,66.57423647
CARMICHAEL,95608,58819,45693,14.91189937,6.9,41.35606896
CITRUS HEIGHTS,95610,43716,45423,15.42864788,7.65,42.53798212
CLARKSBURG,95612,1401,44500,18.49831507,9.03,47.45793918
COLOMA,95613,42,13438,9.195170522,5.49,25.83898638
COOL,95614,3658,65625,27.88050692,8.19,58.83223294
COURTLAND,95615,695,34917,17.36614165,9.06,44.09176962
DAVIS,95616,67407,42110,14.50523528,7.5,40.78764498
DAVIS,95618,643,124434,24.70452871,7.02,65.9200811
DIAMOND SPRINGS,95619,4414,39575,17.83936854,7.86,43.44057952
DIXON,95620,18510,54448,21.2436066,9.48,53.00058602
CITRUS HEIGHTS,95621,41629,42584,15.8831837,7.44,42.57223013
EL DORADO,95623,4096,39638,20.40031281,7.47,45.5890857
ELK GROVE,95624,38521,65850,21.9580671,9.18,55.56683938
ELMIRA,95625,153,47813,13.41609226,7.29,39.20609553
ELVERTA,95626,6178,46681,23.08136993,9.75,53.0411013
ESPARTO,95627,2753,40459,20.53153404,8.82,48.19870573
FAIR OAKS,95628,40739,60383,19.21598732,7.56,49.57221238
FIDDLETOWN,95629,832,48942,23.36894415,7.2,49.72726438
FOLSOM,95630,51849,73240,18.77565951,7.83,51.70371471
FORESTHILL,95631,5703,51000,24.98085411,7.89,52.8658702
GALT,95632,24183,46319,20.1915783,9.54,50.42240075
GARDEN VALLEY,95633,2518,54643,27.29234683,8.04,55.72388717
GEORGETOWN,95634,2709,41004,22.23051353,7.44,47.56852809
GREENWOOD,95635,1136,48194,23.40728666,8.1,50.68458438
GRIZZLY FLATS,95636,647,40526,18.12151152,7.44,43.63622895
GUINDA,95637,226,41500,13.51350442,7.89,38.93116779
HERALD,95638,1728,72708,28.9277122,8.94,62.0320287
HOOD,95639,212,25972,14.84183035,7.65,37.23907186
IONE,95640,9734,41910,18.99921148,8.16,46.17277056
ISLETON,95641,2004,37305,15.44356238,6.9,39.81454862
JACKSON,95642,6193,40019,16.8448807,6.75,42.22615802
KNIGHTS LANDING,95645,1776,37167,17.00604189,9.27,43.7961892
KIRKWOOD,95646,123,43750,8.358837964,11.19,37.33343278
LINCOLN,95648,15269,50638,19.82115723,8.55,49.19162671
LOOMIS,95650,11180,65327,24.71562334,8.37,56.67764467
LOTUS,95651,483,40938,17.56934397,7.5,42.54949945
MADISON,95653,824,34750,18.79929918,11.55,48.09973825
MATHER,95655,914,8292,5.677930647,7.44,25.49999907
NEWCASTLE,95658,6095,60208,24.77603228,7.8,54.66792519
NICOLAUS,95659,750,47143,20.70263305,7.77,47.61913753
NORTH HIGHLANDS,95660,32190,32826,13.90743652,9.06,41.34339597
ROSEVILLE,95661,25161,58606,17.62089746,7.53,47.35859425
ORANGEVALE,95662,32035,54316,19.65500356,8.13,49.68398003
PENRYN,95663,2035,60560,26.84298831,8.25,57.36163524
PILOT HILL,95664,1156,42467,23.87514104,8.43,50.88348537
PINE GROVE,95665,4351,49784,19.71303158,7.23,46.33660117
PIONEER,95666,5496,37175,15.88173599,6.75,39.76408136
PLACERVILLE,95667,34138,47707,20.11024469,7.53,46.93716628
PLEASANT GROVE,95668,892,39306,21.43380238,8.37,47.93609027
PLYMOUTH,95669,2214,42955,20.60979077,7.47,46.5016803
RANCHO CORDOVA,95670,49713,45897,14.48584524,7.89,42.21633097
RESCUE,95672,3803,69662,28.73668287,8.79,61.54968061
RIO LINDA,95673,14007,44145,19.70026528,9.03,49.15515099
RIO OSO,95674,929,44432,21.92679216,8.61,49.86464413
RIVER PINES,95675,352,35670,13.47382394,7.59,37.21896701
ROBBINS,95676,367,42143,19.00917279,10.38,47.70545652
ROCKLIN,95677,21505,54111,18.10622407,7.8,47.46775832
ROSEVILLE,95678,30597,49615,16.15378998,7.77,44.48942986
SHERIDAN,95681,1216,42543,22.60265938,9,51.19925824
SHINGLE SPRINGS,95682,24721,64454,22.89554255,8.16,53.29483672
SLOUGHHOUSE,95683,4711,78260,23.4336275,7.2,55.48940772
SOMERSET,95684,2951,45000,23.77768098,7.86,50.4437451
SUTTER CREEK,95685,4606,47589,19.6112995,7.08,46.38632876
THORNTON,95686,1467,30469,18.67937476,9.93,46.23832825
VACAVILLE,95687,63144,56811,19.32675682,8.4,49.99073487
VACAVILLE,95688,32552,61828,21.84223062,8.61,53.90679253
VOLCANO,95689,1264,52100,21.28254442,7.05,48.38034416
WALNUT GROVE,95690,2324,37026,15.21578063,8.1,40.56909668
WEST SACRAMENTO,95691,19040,35811,14.12382102,7.71,39.7310872
WHEATLAND,95692,3589,39167,19.18279514,8.76,47.14391544
WILTON,95693,5886,68187,26.50054817,9,59.20708209
WINTERS,95694,8397,49038,22.02047955,9.45,52.42463794
WOODLAND,95695,38537,43237,16.53029444,8.28,44.34600448
ALTA,95701,732,46250,21.70791816,8.01,48.50380056
APPLEGATE,95703,1512,57992,25.28219225,7.5,53.65735954
CAMINO,95709,4825,46179,19.70842279,7.71,46.28001943
COLFAX,95713,8510,47467,21.63742374,7.74,48.48738138
DUTCH FLAT,95714,333,58750,18.3410882,7.05,46.65157456
EMIGRANT GAP,95715,180,42500,14.81169692,8.58,40.93578283
GOLD RUN,95717,405,31607,17.81890356,7.32,40.96776227
KYBURZ,95720,167,31429,10.792388,6.27,32.38272395
MEADOW VISTA,95722,3728,60868,23.97289922,8.19,53.43476139
POLLOCK PINES,95726,8567,45991,19.93525914,7.53,46.01972339
SODA SPRINGS,95728,76,67569,8.869266657,6.72,36.44697086
TWIN BRIDGES,95735,14,97467,14.37759489,6,46.07834262
WEIMAR,95736,29,36250,12.16041529,4.59,32.82117337
RANCHO CORDOVA,95742,294,49625,18.29616521,6,42.74553958
GRANITE BAY,95746,20663,100986,27.98237858,9.09,68.73817333
ROSEVILLE,95747,25410,62922,20.0393878,7.71,51.15200527
ELK GROVE,95758,47063,68026,20.9377538,8.94,54.58676779
EL DORADO HILLS,95762,22021,91529,26.75050007,9.12,64.95321104
ROCKLIN,95765,15476,83095,21.68088088,8.85,58.30312094
WOODLAND,95776,15017,46999,18.33567203,9.78,48.52632722
SACRAMENTO,95814,16598,20473,6.494642411,4.62,23.78707817
SACRAMENTO,95815,25350,25970,10.58740524,8.25,34.69927531
SACRAMENTO,95816,16157,35282,10.3704013,4.98,31.45289082
SACRAMENTO,95817,14963,26331,9.920826738,7.41,33.46594063
SACRAMENTO,95818,21298,39412,11.85243208,6.36,36.56149055
SACRAMENTO,95819,15964,55811,14.97369923,5.94,42.36606097
SACRAMENTO,95820,37021,31670,12.05868916,8.67,38.50520519
SACRAMENTO,95821,35408,35453,12.40247001,6.75,36.45952433
SACRAMENTO,95822,44678,35485,13.13105055,8.34,39.99465313
SACRAMENTO,95823,72194,36001,13.09233244,9.54,40.88960546
SACRAMENTO,95824,30568,27429,11.74225101,10.26,39.0279373
SACRAMENTO,95825,30708,35228,11.12856837,5.82,32.86202316
SACRAMENTO,95826,38799,42562,14.83560675,7.2,40.94887584
SACRAMENTO,95827,19599,42910,15.47810048,7.98,42.55343111
SACRAMENTO,95828,54862,45137,16.38525748,9.81,46.63525042
SACRAMENTO,95829,11380,63774,22.71722491,9.24,55.97061475
SACRAMENTO,95830,580,53800,32.55155961,8.94,63.2049046
SACRAMENTO,95831,42821,57329,16.17758205,7.08,44.70497598
SACRAMENTO,95832,9059,28598,14.18576412,12.72,45.34324727
SACRAMENTO,95833,31414,44674,13.92937991,7.74,40.36810253
SACRAMENTO,95834,8392,42890,14.52594416,7.8,40.66901408
SACRAMENTO,95835,834,63611,19.11422134,8.85,51.34723053
SACRAMENTO,95837,254,87622,23.25852796,6.93,56.29977639
SACRAMENTO,95838,34879,31290,13.51737973,10.17,41.72302042
SACRAMENTO,95841,20975,33918,13.3136452,7.11,37.38432711
SACRAMENTO,95842,31369,40244,14.96916894,8.16,41.69424726
ANTELOPE,95843,36421,59151,19.24857837,9.36,51.66220992
SACRAMENTO,95864,23355,59570,17.56889734,7.05,47.51234236
MARYSVILLE,95901,38072,29395,14.68790207,8.7,40.49908519
BEALE AFB,95903,5638,32917,14.74347565,9.54,41.62970821
ALLEGHANY,95910,106,30875,14.06543684,7.08,37.38905846
ARBUCKLE,95912,4795,40115,18.94735266,9.75,47.88231215
ARTOIS,95913,209,35625,18.01219484,7.95,43.42755832
BANGOR,95914,610,26667,17.44540128,7.08,40.08899564
BERRY CREEK,95916,1276,29883,16.42484139,7.17,39.42141793
BIGGS,95917,3154,36950,19.28088649,9.03,47.77872534
BROWNS VALLEY,95918,1467,42467,24.63360843,7.89,51.05651228
BROWNSVILLE,95919,1230,26105,15.06493844,6.69,36.54104929
BUTTE CITY,95920,291,22917,14.26447805,8.82,38.6277896
CAMPTONVILLE,95922,613,24500,15.41631337,6.51,36.451109
CANYON DAM,95923,67,40833,10.83427248,5.04,32.84931804
CHALLENGE,95925,243,37045,18.23134351,6.87,42.64403314
CHICO,95926,35803,28831,12.90247724,7.08,36.77268527
CHICO,95928,32831,30536,14.26691605,7.56,39.02100081
CLIPPER MILLS,95930,277,36339,13.96958448,6.69,38.06433034
COLUSA,95932,7486,33893,15.85294638,8.25,42.53972584
CRESCENT MILLS,95934,172,16597,22.29089941,7.59,44.37045756
DOBBINS,95935,598,24750,14.65257091,6.69,36.19862292
DOWNIEVILLE,95936,391,42500,16.15164777,5.88,40.71345619
DURHAM,95938,3519,51290,22.61732864,8.25,52.43158589
ELK CREEK,95939,586,24861,15.07780168,8.07,38.32726917
FORBESTOWN,95941,444,26429,15.69334319,6.6,37.01984063
FOREST RANCH,95942,1350,55875,20.07877002,7.26,47.35891235
GLENN,95943,1436,34181,19.61682253,9.12,46.79962962
GOODYEARS BAR,95944,69,62917,22.79925561,6.9,51.35839083
GRASS VALLEY,95945,23979,33629,15.08008365,6.93,39.35066182
PENN VALLEY,95946,9745,50591,21.07983317,7.32,48.34801731
GREENVILLE,95947,2060,30146,15.99532702,7.17,39.75006873
GRIDLEY,95948,9747,30354,16.15138783,8.64,42.75701047
GRASS VALLEY,95949,17909,50816,22.16228392,7.62,49.74827166
GRIMES,95950,516,28750,13.51049323,9.12,39.11480809
HAMILTON CITY,95951,1922,34012,17.45462023,10.77,46.75750083
LIVE OAK,95953,8686,30030,16.85363533,9.72,44.60261749
MAGALIA,95954,11160,32813,17.31343937,7.17,40.92145331
MAXWELL,95955,1137,35313,18.41735135,9.18,46.49041606
MEADOW VALLEY,95956,290,31875,20.55937778,6.81,46.02904274
MERIDIAN,95957,756,31797,17.16750604,7.65,42.63970272
NEVADA CITY,95959,17267,45803,19.59294281,7.32,46.38831552
NORTH SAN JUAN,95960,554,41875,18.87435663,6.81,42.68584095
OLIVEHURST,95961,6435,27420,14.07889543,9.21,40.66048141
OREGON HOUSE,95962,1512,40238,19.23197091,7.23,43.9453213
ORLAND,95963,13700,31575,17.52231772,8.37,43.36484048
OROVILLE,95965,17778,24523,14.12897002,7.95,38.18373688
OROVILLE,95966,28368,31814,15.83362491,7.77,40.94330173
PALERMO,95968,1241,31168,17.67069194,9.15,45.37795632
PARADISE,95969,28304,31826,14.75561257,6.72,39.1892362
PRINCETON,95970,489,40417,20.40992978,8.1,48.35082254
QUINCY,95971,6186,36938,15.8302685,6.78,41.32044135
RACKERBY,95972,130,23409,20.34041853,7.35,42.0423642
CHICO,95973,26954,41111,17.73748191,7.44,44.16032923
RICHVALE,95974,56,47813,19.37653884,7.65,49.26682538
ROUGH AND READY,95975,1595,44643,20.66561618,7.35,46.71418827
SMARTVILLE,95977,945,46141,25.73563341,8.22,53.34023323
STIRLING CITY,95978,16,61250,31.13938586,5.34,56.59081787
STONYFORD,95979,826,26250,15.39199671,7.02,37.6428029
STRAWBERRY VALLEY,95981,98,14318,7.433276261,5.64,27.25045889
SUTTER,95982,3176,42903,21.21018073,9.36,51.19206583
TAYLORSVILLE,95983,498,31719,18.45363572,6.99,43.81392125
TWAIN,95984,65,16786,11.7157456,6.09,30.51628155
WASHINGTON,95986,140,21667,10.44468593,6,29.8337081
WILLIAMS,95987,4564,36146,17.57871392,10.32,46.17006498
WILLOWS,95988,8807,32586,16.28975156,8.31,42.53678569
YUBA CITY,95991,34957,33182,14.29115011,8.28,40.38066603
YUBA CITY,95993,27784,47099,19.86204483,8.7,49.63442317
REDDING,96001,31585,34560,14.94130007,7.35,40.2869033
REDDING,96002,30333,34507,14.94380053,7.92,41.13404433
REDDING,96003,41463,35917,15.4720432,7.23,40.66556654
ADIN,96006,599,32250,15.69507945,6.99,41.58355778
ANDERSON,96007,21400,29564,15.81797018,7.89,40.83938254
BELLA VISTA,96008,894,43281,23.01506022,8.04,50.14423394
BIEBER,96009,579,28611,16.54801503,8.19,43.23334081
BIG BAR,96010,253,21000,14.9014913,7.29,37.61551879
BIG BEND,96011,260,23250,12.65414426,7.08,35.1192017
BURNEY,96013,4536,30882,15.03006712,7.29,40.21476581
CALLAHAN,96014,286,37232,20.40352644,7.32,47.6187216
CANBY,96015,403,26750,11.78336541,6.81,35.79054838
CASSEL,96016,326,50000,18.95261895,6.27,45.7882351
CASTELLA,96017,222,31250,13.19581387,6.21,37.56531159
SHASTA LAKE,96019,6271,25876,13.73188015,7.92,38.32246534
CHESTER,96020,2645,36328,14.22832113,6.96,39.1751
CORNING,96021,13828,28634,15.47782062,8.31,40.46070177
COTTONWOOD,96022,12347,38049,20.34182619,8.28,47.00882934
DORRIS,96023,1151,24405,14.53047855,7.5,40.61078558
DOUGLAS CITY,96024,940,31635,15.87600954,6.99,39.28068644
DUNSMUIR,96025,2593,23583,11.78967267,6.6,36.54542291
ETNA,96027,2147,31250,19.29335677,7.38,46.41523649
FALL RIVER MILLS,96028,1901,31797,16.56842168,7.32,41.88875526
FLOURNOY,96029,70,48000,21.50176066,8.07,48.79097878
FORKS OF SALMON,96031,168,14167,10.46559333,6.63,29.73571058
FORT JONES,96032,2329,31849,18.32122652,6.96,44.66230976
FRENCH GULCH,96033,361,29250,20.36629733,6.99,43.59365752
GAZELLE,96034,373,35417,18.25901685,7.41,44.85909702
GERBER,96035,3351,28382,16.52018632,8.82,42.12755292
GREENVIEW,96037,275,26563,21.0777256,7.05,47.48610876
GRENADA,96038,600,31083,17.7483825,7.35,44.15224433
HAPPY CAMP,96039,1277,23095,12.20994543,7.05,34.92293398
HAT CREEK,96040,392,30469,15.33877332,7.41,40.45670974
HAYFORK,96041,2505,23349,15.72246426,7.08,38.06274621
HORNBROOK,96044,1018,26635,17.21192866,6.9,41.71783881
HYAMPOM,96046,248,15469,12.10390407,5.94,30.24693581
IGO,96047,907,29034,20.03278488,7.38,43.43989081
JUNCTION CITY,96048,725,33854,19.47687436,6.69,43.05363713
KLAMATH RIVER,96050,467,22083,14.38845063,6.6,36.61272077
LAKEHEAD,96051,1228,36219,17.5295234,6.63,42.76642106
LEWISTON,96052,1837,31935,16.10325185,6.96,40.03608824
LOOKOUT,96054,367,24250,15.59506641,7.23,40.20368149
LOS MOLINOS,96055,3740,30690,17.5467486,7.8,41.55934962
MCARTHUR,96056,1546,28750,18.19874278,7.53,44.08733474
MCCLOUD,96057,1582,31331,14.62225121,6.84,40.43126783
MACDOEL,96058,811,22266,14.12415738,8.19,39.84790955
MANTON,96059,586,29167,15.733012,6.84,38.65715123
MILL CREEK,96061,77,44375,10.44479997,6.6,34.76766695
MILLVILLE,96062,810,49583,28.99526821,8.73,57.88759019
MINERAL,96063,109,31875,9.820965776,6.06,32.17876852
MONTAGUE,96064,4582,30016,18.10506969,7.41,44.46229371
MONTGOMERY CREEK,96065,417,27692,14.38033909,7.44,37.77736937
MOUNT SHASTA,96067,7295,32933,15.91480667,6.75,42.66455061
NUBIEBER,96068,220,15938,11.25452147,8.01,34.70829877
OAK RUN,96069,820,36250,21.46629476,7.53,46.47625231
OLD STATION,96071,169,24219,12.22292609,6.12,33.26581939
PALO CEDRO,96073,4930,53403,25.8309974,8.52,55.78753405
PASKENTA,96074,259,22321,16.62121525,7.44,38.68431716
PAYNES CREEK,96075,417,24167,15.06316638,7.35,37.55609192
PLATINA,96076,206,21875,16.5601587,6.15,36.44181477
RED BLUFF,96080,26426,32095,15.75604742,7.5,40.63844667
ROUND MOUNTAIN,96084,442,34375,20.2715914,7.02,44.88147897
SCOTT BAR,96085,68,22813,17.58291645,6.39,41.17795035
SEIAD VALLEY,96086,324,22679,13.18688092,6.45,35.24768057
SHASTA,96087,524,43393,21.31595047,7.23,47.87165485
SHINGLETOWN,96088,4215,33675,18.3617089,7.29,42.9158885
TEHAMA,96090,390,23571,14.36408094,7.44,38.1215803
TRINITY CENTER,96091,729,30417,13.18061095,6.27,35.50034343
VINA,96092,435,27308,15.49784367,8.76,40.07233954
WEAVERVILLE,96093,3746,31056,14.93909648,6.87,38.36433256
WEED,96094,5883,31171,15.29726956,7.23,41.67108063
WHITMORE,96096,824,38977,21.39332692,7.17,46.49625129
YREKA,96097,9528,29392,14.4847245,6.87,39.8505245
ALTURAS,96101,5092,27942,15.31289312,7.17,40.42011013
BLAIRSDEN-GRAEAGLE,96103,1837,50888,15.4983533,6.24,42.71817591
CEDARVILLE,96104,849,32159,16.97257721,6.63,41.790181
CHILCOOT,96105,631,32917,14.96441892,7.32,38.71873661
CLIO,96106,78,22019,16.50530902,6.87,37.5428783
COLEVILLE,96107,1318,32165,16.36672989,7.41,40.87063414
DAVIS CREEK,96108,91,44722,9.160515297,6.66,35.99271098
DOYLE,96109,1164,28359,18.41422737,7.47,41.9979191
EAGLEVILLE,96110,116,47708,19.7314131,6.81,46.94590758
FORT BIDWELL,96112,214,20417,10.11435508,6.69,32.51869273
HERLONG,96113,928,34405,15.22190564,7.5,39.82588596
JANESVILLE,96114,3089,43405,23.06273123,8.16,51.46578934
LAKE CITY,96115,122,27083,20.97425288,6.9,43.91174408
LIKELY,96116,257,14722,14.08437819,6.84,35.8684017
LITCHFIELD,96117,376,39219,21.96274818,8.13,49.09267403
LOYALTON,96118,1802,32917,18.51053954,7.62,44.14247736
MADELINE,96119,70,14583,9.100795725,7.5,29.36724607
MARKLEEVILLE,96120,948,40441,15.77367705,7.47,41.47755546
MILFORD,96121,478,45357,17.74600275,7.59,44.52954304
PORTOLA,96122,4229,32692,15.30808618,7.35,40.27114449
RAVENDALE,96123,44,21667,11.49428219,6.63,34.86206511
CALPINE,96124,320,42692,16.55274291,6.48,40.68878994
SIERRA CITY,96125,328,31917,13.10319984,6.18,35.31005809
SIERRAVILLE,96126,207,33125,12.72594602,7.14,37.08324158
STANDISH,96128,388,30139,17.55540494,7.92,43.34993163
SUSANVILLE,96130,19433,38386,15.99339368,7.77,42.60485273
TERMO,96132,61,12917,9.758425349,6.54,29.51254233
TOPAZ,96133,99,70250,23.99284802,6.33,51.64684444
TULELAKE,96134,2586,27383,14.58835295,8.31,41.89539011
WENDEL,96136,149,26875,22.56631099,6.87,44.88558874
WESTWOOD,96137,4152,34232,12.54231331,6.99,37.2881518
CARNELIAN BAY,96140,1928,58000,13.24597432,7.17,45.0861433
HOMEWOOD,96141,840,75863,13.64419191,6.84,46.65747515
TAHOMA,96142,1282,50270,11.99737816,6.84,40.34561511
KINGS BEACH,96143,4802,38366,11.52536355,8.25,39.45872195
TAHOE CITY,96145,3997,54545,12.22943037,6.78,42.1788172
OLYMPIC VALLEY,96146,926,64000,14.27570041,6.87,43.99197536
TAHOE VISTA,96148,669,43859,13.4249583,8.16,41.99920038
SOUTH LAKE TAHOE,96150,33024,40076,12.13538693,7.56,40.25127289
TRUCKEE,96161,15781,58113,14.66356266,8.01,45.59050692
